"sessionID";"SurveyTimestamp";"Q_1";"Q_2";"Q_3";"Q_4";"Q_5";"Q_6";"Q_7";"Q_8";"Q_9";"Q_10";"Q_11";"Q_12";"Q_13";"Q_14";"Q_15";"Q_16";"Q_17";"Q_18";"Q_19";"Q_20";"Q_21";"Q_22";"Q_23";"Q_24";"Q_25";"Q_26";"Q_27";"Q_28"
"MeHNl0YXWWa2pFHRveq298ohfTeiI29AhWy6OYSshl9PT2vKU8dkz10reLGBkFglBwsMmsUp2YczL0CuejyYaxL5VRzEvJ3ssmFsAzrbJIXxbH8Np01nJbPqaMmuuH5kpaRt9MXftuG3pyYr6YuJ7V";"2024-03-19 18:44:40";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;3;3;3;3;4;2;4;2;3;2;3;2;4;3;4;5;5;4;6;6;5;4;-1;"-1"
"JwpaGjzH8f2en1kHMm5W9UnLf5BipN3LythU1J9o5lszxgViiT74hQFchd6vG2umtttORJLJbgIoXKFHkQwx8ig0IsziEakbWrQmXHnxtVJuIPaympJ5SgO8T2V6vwrWg5Gy66Smf61qpaAHjfjdwY";"2024-03-19 18:44:56";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";4;4;1;4;1;5;2;4;2;4;4;4;2;2;3;4;4;4;4;5;4;4;4;20;"MASCHIO"
"G5Z9m7XzAue2QWOzCChlAIS3RzoHazQvwukjzoGFZ3S1TlGfjgyz6ipgTrEN33XGjMRf5FWXceLArIcnmCx27iiza9EDrA72VakjX3q8Oxun4DMt2pQS49eg7zXUbTzkiAecMWaFYCQyebfCZ7ReAn";"2024-03-19 18:45:21";"MOLTO";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";5;5;5;5;4;4;1;5;3;4;1;5;1;5;1;7;7;7;7;7;7;7;7;21;"FEMMINA"
"B9AW9GmaGec6R8D8sEw2JktF4c3eRJ134dA3nT6HkoDa0khRdXGq7aGzrcYohSOwM6VJQRBZ9FGcbjtkOxcMeAISyGxl8AEUpOWx1dlwIOokSvt0jlXUP0SmfjU256apczgpCdr1vKGJ2SQ7ewN1Cf";"2024-03-19 18:45:25";"ABBASTANZA";"TIPI DI DATO E CONVERSIONI";"TIPI DI DATO E CONVERSIONI";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;5;5;6;5;5;5;21;"FEMMINA"
"5JqkCEyaaUSmZQZ9bswRQHNXuy2B2jWQUroIL9ebCXy0uzyD01UuDs3oapk3WoWxOq0MhOUV19ltiqRXNjSpkAJzN0Y06bQ5qP3A26wu4ynvl99hCBRmdAmNCiTe8FS5Oh3YLlcbggtEVASmOU0GyP";"2024-03-19 18:46:02";"MOLTO";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";4;3;4;4;4;4;2;5;2;4;1;1;2;2;5;5;4;5;5;5;5;3;2;20;"MASCHIO"
"bBHDQnIdaSlTvGfzLhDHN48spMpQCCttHYBGqNr5wdUQ20stCGwYKCinoDu6203pHE5SDp0SmElKRDdlzyVqRT2RwxiN1BamdAp2fiuW10fA7ZCTAbMUh22UXgB3sxr5cV426TZdkAPBl8Am773Ge4";"2024-03-19 18:46:03";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"TIPI DI DATO E CONVERSIONI";3;3;3;1;2;3;2;3;5;3;3;2;3;3;3;5;2;4;5;3;4;5;5;21;"FEMMINA"
"wCdgFpycLWS3eTVpARpWEBiBfXLZcbmoJYpsUsP1E08EH3LhXUrUan6lF3wJahMhxG11COwmDahmGMyV0F4nr1SvrdeZzeF53bLYeeWegt16EebSNh0EPT2Bs0VxtKMrZEbbR9BQV2uERtLPb4oEbO";"2024-03-19 18:46:25";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;3;4;4;5;1;4;3;4;3;4;2;4;2;6;6;6;6;5;6;6;6;21;"FEMMINA"
"Y9m8JRwa7eou5Q63CaBgRi51aMWuPHpJPafrOUFDLhwGlsmjDXOF4H6kEfjmM76V4YsDFysBpl1TkqV6QoBiojCJtYye6986YIyybHCly6vFnoHfoNCF9YKmgBm5geflMFEZ1sRSZTEHNZPrkSvQZ0";"2024-03-19 18:46:41";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";3;3;3;3;3;4;2;2;5;3;2;3;3;3;3;4;4;4;4;4;4;4;4;21;"FEMMINA"
"TBYje69KKoSUz4Ucw7kptfu2FlR97lQAfMarYv5fZwwXgVfkccTNJxIDGkhz4eO3aItr67zUopxMG0fFMt2WWzjxQ4712bTzAjKTOWeJSoPh25HBwLz7EhHhY2uMJD6XQ4HTfUTRFlURcr73y8WWuK";"2024-03-19 18:46:49";"ABBASTANZA";"FUNZIONI";"VARIABILI";5;5;5;5;5;3;1;5;1;5;1;5;1;5;1;7;7;7;7;7;7;7;7;23;"MASCHIO"
"qDANkgm1csU0dpVius4bnWzGqxkaZdyxAIo8CX3h711552PFfoL7KIHsgl4YB3Xz59jIAbTdTqsXjrQ4vh7WeI5V9qEKGhxhOAqCKtBsb3OxqIWK9co7E7OAylaj18mQhquOpcU4cEZfxVIlfJoNPg";"2024-03-19 18:47:00";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;20;"FEMMINA"
"BgUHkNMPqivFk2GVh2vcKNKMNHcg7yUzJXjZa3cBhfvjsg2TQzVlTqqm8GBIzKobk2htivSVhwuZzSzi3PaXf0EXBJXuwLpY64XL5WRfWgg7CPiyxi2zLdTLuvkSJde5HwTrSAr2dMuQzNjNDROHXe";"2024-03-19 18:47:13";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";4;4;4;4;4;3;2;4;1;4;2;1;3;4;1;5;6;6;6;5;6;5;5;21;"MASCHIO"
"NDRHvGZxmIvZ6EQRAL0rDL15SqHwbhtUDzIxmPPxVvxbE65VHdJsZfVDX070iRrMTmsRMLn4L9e27OUdkQ2Nd1iUaFi9RFcgqYknjIcWj8O6xdWCHSY4Uf67rQfx664iwqUn85BXXjzsCzIOBNFLuK";"2024-03-19 18:47:36";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;4;4;4;4;2;4;2;3;1;4;1;5;2;6;5;6;2;5;7;7;7;21;"PREFERISCO NON RISPONDERE"
"PI54V1hiFJZHxn9lIoL67G5NjEBnDnxGA8l08IdoMrMgFRM5u3BVUiVPEbXJR8ZjMYZkGHZaoqIsuo15dJX8LU87NlwzpurFPX42xszJYQkKQ6MuQEKIJ1Ewq8FWaqrMdBNdDlzchzboEWyGYgg1jI";"2024-03-19 18:47:48";"MOLTO";"FUNZIONI";"LISTE E DIZIONARI";4;5;5;5;5;2;1;4;3;3;1;3;3;3;3;4;4;4;4;4;4;4;4;-1;"MASCHIO"
"Bqj0xyLYaJCSbu5gkB7XdaRRrP9nYmoT6odxWhorwpMPBWu8xEKQkw2CG2YyVkRIX5AXLLDDfod2aaNHTPCCYiuCbANg3rMldtMWgR9VydMFtxglE6UazeVTMoDwrCF5NMsLIIDagbrRS6rAblr6fZ";"2024-03-19 18:48:01";"POCO";"FUNZIONI";"LISTE E DIZIONARI";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5;5;5;20;"FEMMINA"
"XrEHcuRxKJuYOT0gKtQa3NOi4PlwE71WMimzQPSNesgtzDn3sGvExDbBYp8BVtWwaL5cAafsVwxxpiLTJ5UWL4a2wSlknHFns6khKrr7WuOQflGR4eO06oLvTQrJlMuNEqWs5p0tgY39jn62MQB3Dy";"2024-03-19 18:48:05";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"FUNZIONI";3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;5;5;5;5;6;6;6;6;20;"MASCHIO"
"0yvCRzdOzkoVYbnkbkS1oIVWv8auRHmPUJ7ck1uYsO9nCdY8Meo7XKFtGUe3XmzyrQnOxBkTwIptgXceu1qxLKkNuGqvQMiBnZSAgZItRxCWnN9qv4L5uHCcC9elRDq1zZnJMxBiHe3L4J0vXIUqN0";"2024-03-19 18:48:21";"MOLTO";"FUNZIONI";"LISTE E DIZIONARI";4;4;4;2;2;3;3;3;2;4;3;3;2;3;2;5;5;5;5;4;5;7;6;21;"FEMMINA"
"VpNMF9ePlTEGoLXYEWn6zrr8JhDWjdbQYfrrvRC8xNBePgQBjDdvtAsPg8pu6iG1kYvElVXr9FflPibBAMalBFRN8WQyAUS3irnLJDLtCnhDu1YZ0Uf6Za6jd7AlPz4jxiIX9s84ct85Ex6FBnEWFH";"2024-03-19 18:49:44";"ABBASTANZA";"FUNZIONI";"VARIABILI";3;4;4;4;3;3;2;2;4;3;2;3;3;2;2;5;4;6;6;5;5;4;5;21;"FEMMINA"
"cNXP8C50ByAOYew4RaUKRmsAeSbsp67MzqkzG3wzSErgNd1MAB2OcWsGKMknh8Jr8uGhbmW9ZWQd58U9pt0NhFVOUybiJUccUXvRWq1FSDxFV91vuaAH1OjxVEO5fMoaF6r45jTcm2JNMFQdkuQpqA";"2024-03-19 18:49:57";"PER NIENTE";"FUNZIONI";"VARIABILI";5;5;5;5;5;-1;1;5;1;4;1;5;1;5;1;6;7;7;7;5;-1;5;6;21;"FEMMINA"
"NhzcHrmKMBIt12VfD1cwCJidXqaXjxWda0a3SSIbC5iRzcgstwj3fo3TRMKimdC5ipkibOfgyKw1kAp8z0B8onN4FRi3wuIqa5i1ob0d0yFCsIlO3zOM5oQNhME7nO3jR4Y8kaixBVwgSakJZaKi7b";"2024-03-19 18:50:23";"ABBASTANZA";"VARIABILI";"LISTE E DIZIONARI";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;5;7;4;6;5;6;21;"MASCHIO"
"9YxKqrnikk4i0S1Q06hhyb8z4zqkIOpuSF5c3X5OO8LUIBGYVV5rccsvz1960HUBckw3ues7uC4Z2ckLldGp5LOUALx4l8eHasU8bRJatEABdu0JjHPmSRmjfvv0xKKLGiFk3VENw2PTkXSPbBxaWL";"2024-03-19 18:52:45";"POCO";"TIPI DI DATO E CONVERSIONI";"LISTE E DIZIONARI";2;1;2;2;2;1;5;3;1;1;3;3;1;3;1;3;3;3;3;1;1;3;1;21;"FEMMINA"
"3DjHDXOgjw7lVxAnbGteAjxBvcSvl3LRloS5Ypfqr67MAfzVj1GqeWe8nfTRzNONgQaRi2sTZlhP0PpWM1WaRq3AlXGZwxOl15aKGa4HezicNKUtVOWadcdKupUnXu2eKOmvRf9YZRVomE89I4T5CL";"2024-03-19 18:52:51";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"FUNZIONI";2;3;1;3;4;2;3;3;3;2;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;"-1"
"JIuIKlhU5z95mssZrT808iLNgmjC9JKyQRRJ2LbKHF0nUN0KA98PAs7u0H3KSGjc1tnm5CW7sNUJYV4ogAuQ38bH0sUCBGX9BQqleFzurkVFV9VMawXWrWbs0aYIDJV4f5YdFLMteK14GjTND7T5cu";"2024-03-19 18:57:35";"MOLTO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";5;5;5;5;5;4;1;3;1;4;1;2;1;5;1;1;3;1;1;1;1;1;1;20;"MASCHIO"
"PfCZcWJEE3Xw7QPYX7cjflyO1q08qDYyEHuiqATTYnoBYRSLu2qpmVNzdFE6MyK6RzBtOccmqhvQY3x6ZqmweIkbz3sAWxxZTU3U0l1mDdZjNeUbDYplEvbvk5FbONlodD7ewwRq6HuJIwPmSl9CZS";"2024-03-19 18:59:26";"ABBASTANZA";"LISTE E DIZIONARI";"VARIABILI";3;3;3;3;3;3;1;5;1;4;1;5;1;4;2;5;7;6;6;3;4;5;6;21;"FEMMINA"
"cuHmDCLHykEmyHSsN3IvVSYGlMXzVn2X24luPI1ws1RKBbqDdNgwa9kvEUyDPNjLQjBavAQkNq87HCfffeuq6Cg0ZvEWsVSjpDFtBFMEbH5TrzwxgqNzUn9mzftn5JUbKbsCugcn0jAlD0bS6ryP9x";"2024-03-19 19:08:22";"PER NIENTE";"LISTE E DIZIONARI";"LISTE E DIZIONARI";1;1;1;1;1;1;1;5;1;3;1;5;1;1;1;1;7;1;7;1;1;4;4;-1;"FEMMINA"
"y2mkbbLjBV7FTFnqJaXWK6rUilslXH4IzYFnFPkQQW6Ky18hdhwnZLVxKx5JYj4zs2Tju1zdFZEv3343HFBivxvYUrfs9ayspImsO8CSRaYnwEPN9MoKOlmjLoLcFn7PY7p6TqxSWCqojJWOcaCHlB";"2024-03-19 19:11:16";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";4;4;3;2;2;4;2;4;4;3;-1;5;1;5;1;7;6;5;7;5;5;7;7;21;"FEMMINA"
"Y8HRAcNrQwM6gy4e1u1Z9slPZwQZauL1T9zSY4zS8YFBHhX5dEPUsAgQK4ZHo551tuevSKB1fYXnhi5olLj4CDYoR44RwRddFEIDxmflfEv9s21h5Dv6x9KYRzjdHGMf85Y7unk9UKjMdxvkv5QagS";"2024-03-20 19:30:10";"POCO";"LISTE E DIZIONARI";"VARIABILI";3;3;2;2;2;2;3;3;1;2;2;3;1;3;1;4;5;4;5;4;4;5;5;22;"FEMMINA"
"y5oEO65wwopnyq6ZdOq1ZUqSq2LTNDqFF0OSv1ReJE1sVtdw3wOyeDlckZp3TPiJ4Va1kMMAG2vAzWn62XBRJZUd5RpwOFgUMvede5QwozyCPysm5mIgLSFlN6hUfJ82HYNbGfjdBXd3KIRA4AIzVO";"2024-03-21 11:43:15";"POCO";"FUNZIONI";"LISTE E DIZIONARI";3;3;3;3;3;4;2;3;3;3;3;3;3;4;2;2;4;2;5;6;6;5;6;21;"MASCHIO"
"09OiPxDbTHeH0nnJo4g3Fa3JbxGjPcWJGbSK3YTZ2ZoFHAHSnKMOv6ke3bFRhrcBG8PT5pX2j8fhacCYMaciFKB7OYG6RcNXSYrby2zCgmO5wVyPQXJQNaHo8dqSmNdHEhEMXAsL3tL7ZKfNrCLePV";"2024-03-21 15:17:03";"ABBASTANZA";"FUNZIONI";"VARIABILI";5;5;5;5;5;3;3;3;3;3;3;3;3;3;3;6;5;6;4;4;2;4;-1;-1;"MASCHIO"
"gtHuNsd4wNkVhh2lsiL7ti5i5Yi5SOkNDMHF2lkLND7ah1OIn9zFQVRy94FP3MrJbbbOswGq8djWNaIPWEHt5R1U8wY4lXY5iZ1ZwpIUjkvfNyXU23naWx5Ia5d9uxTWy1e5twZyrRrjF5DBdq9tFx";"2024-03-21 16:00:20";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";3;2;3;2;3;3;1;5;1;4;1;5;1;4;1;6;7;4;6;4;5;6;7;20;"FEMMINA"
"PlOU8vPKeWdQGDAF0SxXZ8ufVtA2TpVOf4Auh1aW7yLbyXrFcMVYHEoRRCK91VQeBn3dC1g2wTsWzGk0F3m3vrQMjJrTRNsjsA4phq0bwzRkGR69r6elLqIX3WiMjf5TwKwER1wVupUkzIrIzDunR0";"2024-03-24 17:10:13";"POCO";"LISTE E DIZIONARI";"VARIABILI";3;4;3;2;2;3;2;1;3;2;2;3;4;3;3;5;3;-1;5;4;-1;5;6;21;"MASCHIO"
"hKWD7I5fVAqX2jjFvFyJUEg9lQALCPezzlJCT49VHtCyrhUV0whRj9DtZqkLY8tjGOQNADQ2ashA9NFZe8wMTAMAMRARVmrj9SXuzZHMJY2dPytWwqpCHgIoHsGxHKRzKpVoLKIIrVYMPGBgEODBMl";"2024-03-26 12:44:23";"MOLTO";"LISTE E DIZIONARI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";4;3;3;3;3;4;4;4;4;4;3;3;3;3;3;5;5;5;5;6;5;4;4;-1;"FEMMINA"
"DI5kEGyXODNH3SXpqjgMOOZ6LeA2JcbmztH0GjlclL6oRVITO95Y3UYWYuKBOJwFrgb78bcpHnIK3T4nXjaRQemGN1ACCIdMF7IsbipsbSVIbvhirbOcz7GHmQr2YMcOohSl3BJehyND3Qb7MkK5K7";"2024-03-26 14:07:44";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;5;5;5;3;4;1;4;1;2;1;4;1;5;2;7;6;4;4;4;7;3;3;21;"FEMMINA"
"EOfTDJcQsysgPGw2lZECEOSPgFgEFfBXzbbv4KpLJ6xxmE84knwmeQfswguxnOZNrxPkEGG196RlfDuO7VGgsf2KmGZzdkGhMK6XwDWk9NT23dlwTWXByoBzgHKBzVqG5sdh2QbsIFBrnf3Y32RL6Z";"2024-03-27 21:18:01";"MOLTO";"FUNZIONI";"LISTE E DIZIONARI";4;4;4;4;4;4;1;4;1;4;2;4;1;4;1;6;5;5;5;5;4;4;5;20;"FEMMINA"
"kX00gOlwaM5F1yloOhLg0h6dtT8xmWCK6HKgQsno3oVRWkOtH8GsL1zl2wseGzdylTaB6wvSxpMJfdaEvVgnmFBdfQ8uGU7bryTC8G4YIft4Go5bnbfTe5YfM1wpz69URAjONql8smZ4xij2Ip27AP";"2024-04-07 15:08:53";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";5;4;4;4;4;5;1;5;1;5;1;5;1;5;1;7;7;5;6;5;5;5;5;20;"FEMMINA"
"znVc0brEoK9MzC7Qohiv8kDetmPjSqPzlfGhMyQGZAh0mp6qTFAMDwLVRhSZPZRMQYnWiQxwcwUwMceS7M9jGA9rRXM5KiXepY1fzo2hwLTd9Ea8X1fVgh8hkPK6iby5oHqHsdGkBpT5FQE6GUOeKo";"2024-04-11 10:56:26";"MOLTO";"FUNZIONI";"VARIABILI";5;5;5;5;5;4;1;4;1;4;1;5;1;5;1;7;7;6;6;4;5;2;3;24;"FEMMINA"
"TWjtKsU2sRKC7fzQiaWx7ON1Gpbkd2jP5LAoBhAkFKeZus2Q1hSm3OCh9Sd2OmVkZUjyw0Ra5YJtfhplFfh5G1rbdn2Q2NJ1EEn6cmleOr7lSu2cl3NdUPIQ4WjocJjgdMUAp9OuszW7WfZkS8Ju2b";"2024-04-11 11:01:58";"ABBASTANZA";"LISTE E DIZIONARI";"TIPI DI DATO E CONVERSIONI";3;3;3;3;3;4;2;3;5;3;1;3;1;4;3;6;5;5;4;5;6;5;5;29;"FEMMINA"
"x5RlbY7aCAADvR97Zhb0EyhEAbzp30RIharXFEsikUWHt8b1TofvGmHFLTLHzTkCtTM4B3sfeA3StJ2BGeYLynthtH2Sov756S40dciSu8aedMBULFNFo6SEWJ61QX3Gr7CGqYh7yn3i5WtkQBFqYO";"2024-04-11 11:10:47";"ABBASTANZA";"FUNZIONI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";5;5;5;5;5;5;1;5;3;3;4;3;2;3;4;7;4;6;6;7;7;7;4;31;"FEMMINA"
"ekTfa7ubUs5us27iaxyE5S6NhSSPlwffHBmtT3R4wofFYdnL7SOkH6F4ipJZDpeKky77U20oiyzWx7C3ndjczW4hVQaJHVLCCcKLsiceQIo5o2lvpwzGFTCHH25i4gMrrA9kzvIDUauRVqGMBta6yw";"2024-04-11 11:17:06";"ABBASTANZA";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";4;4;4;4;4;4;1;5;3;4;2;5;1;5;2;7;7;7;7;5;5;6;6;25;"FEMMINA"
"6VDQqbrz08Kp1S3miQjR378HvpAdwRVdEYuX2TTdCM9E1fpr8ju6KaXQNnOZkQQxsGDM2QvcXAm02HJodwCrfLwZXjSU5Pd2OGiTqTkzXCLBmzhgMLSXKoII41sTgKhFNC0tDlGT8DuRvC2BzVphU3";"2024-04-11 11:18:30";"ABBASTANZA";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;6;6;27;"FEMMINA"
"D1NwjuEoBR6z5RKo69fYJLpRJwtK5x5BmDvEu2eweshsOv2kWBI9cQtE1upad0WeXRhG9z8IiCX59u0nCNVizsBB6JH1VKcFZ8VcG3nYiBZOokrbkuPFKTNf0fL9LwFAn0Vh1PDjcGxOtzSJvSOxLk";"2024-04-11 11:25:29";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"TIPI DI DATO E CONVERSIONI";3;3;3;3;3;3;3;-1;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;35;"PREFERISCO NON RISPONDERE"
"jEypSLng59jJcMygkC1tP4UXLrA4fkylmgSznPWm3ZfYMgxZ7oRNkzI6MDJYxkI9hXgd8vTPG3H2v3wm9FiTZ2XEquUSvhRaklL4P3eLzo1dK2sBFYTfG1k9ihCLtyMD23ts9TwVaznv4sGIKftKt7";"2024-04-11 11:26:11";"POCO";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"LISTE E DIZIONARI";4;3;3;4;4;4;1;4;2;3;2;4;1;3;3;6;4;5;6;5;5;4;5;29;"FEMMINA"
"u87omADDMvbPmaPxpbc2s6vKdhpLMSNbJ9JLCHWO6cbvBCkIHAQ4ECCeEv0QtkDABK3cKfQdB1zFzFZkexZE7J9dujJRzg32BkkYrWHbvIbRd5mqLFrLvJjdgRJaO5SfX5NFurtfG6MBqAF7Aa6Iq3";"2024-04-11 11:36:53";"POCO";"FUNZIONI";"VARIABILI";3;3;3;3;3;1;3;3;5;3;2;3;2;2;4;4;3;4;3;3;4;4;4;27;"FEMMINA"
"R4sT3OvsKJaeDn2bBQVz8xu1db9AoO94V6bo4QHQ9YsZTAao7KFDNTJVKyHN296PsbfMDFPUQcOj556YYdqsfVvmDudbjQhCTVNmHnqIBUi1gvth2s8BJga1fUl70VQPXeplxWgXE1JsTsZ9VVWGGb";"2024-04-11 11:50:02";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";5;3;3;3;3;4;1;4;3;3;1;4;1;5;2;7;6;6;7;5;6;5;6;29;"FEMMINA"
"PqS92KgdV4wAk7atCGZXH2HauCkHthUteE9NgB9EtUlzhC2fvoQdcAV8F06hkYRf0gbGPxZymBgF16gKM5d6JSFgE1bNmfOzCmKYyARNN2GvoaqWTEHCJWuKP1WwYN7s8UsZtuAKhdvkdeBcOrm4DX";"2024-04-18 11:12:16";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"FUNZIONI";3;2;-1;3;4;3;4;2;4;5;3;2;4;4;3;3;4;5;4;7;1;4;3;20;"PREFERISCO NON RISPONDERE"
"x8bq6Tg1GLZ2Bw4ozhjyDtS8tDzqU4hBKu2j5MFxsErItpWdXVS9ErL1mMDYLvU0yps6pTdTrZCLGmNPeB3xlYnFEMaHIQny42PO7cwUBVNeMa7iBH5SPPmBWg9EB47a73JDNwuj8YYGR8lBLP9a76";"2024-04-18 11:15:05";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"TIPI DI DATO E CONVERSIONI";4;4;4;4;4;4;1;3;2;3;1;4;1;3;2;7;6;7;6;6;7;7;7;-1;"MASCHIO"
"o4GWu4Dj9LpHQpdYpOrhWMsZtZWm20AVhB3bF1Hy95UyN1S6TfOwC9q8nqFkijdK2mbdZZ7RKyVkJhJMKaNXItQl6C3BCH1NMInHgWiDsUogeQZEt407U75tjvYbzXPf1a6dCkfYtp52r4BIp3G8YQ";"2024-04-18 11:19:16";"PER NIENTE";"LISTE E DIZIONARI";"VARIABILI";1;1;1;1;1;1;2;2;3;3;1;3;4;2;4;7;2;6;4;1;1;1;1;22;"MASCHIO"
"GzmxHWTrVOy8Gltdsa4jfAyXsTKrxCxi6N3Ffw5rPyEw6YE4Tomaztax9H0eE2YCs1ydJYTbCKxjcQup5bsAnNAXWftAEepeYNiOhzoGGKSHcYWbUVIKRNY4jERxYdqLR5oJcaG8hFXarRK2CEasaR";"2024-04-18 11:23:15";"ABBASTANZA";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";"VARIABILI";3;3;3;3;3;3;2;4;4;4;1;4;2;3;3;6;4;5;5;3;4;4;3;-1;"-1"
"418JVdSQ6kywMQDxbiPMU7anVCSjBlcyycrRq9HW4RABbTVfnlnd8ZkpEEfdyP4ub1sNQIZiMG9O3q62Et5QAg0RQPrrsuEIH2fzHI5Y1PRAblwffWqpmj9e8iKiSTrTTpLNmcLJQpAnAuTNT6Ar4T";"2024-04-18 11:31:55";"PER NIENTE";"-1";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";3;4;4;3;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;"-1"
"5FLDyXeDgLhgnPul0uokcRJM0EgpFBv7mA8wNKFAuRoCo5H3NVvU0JFhtNaZzmlSyu5yDgJemaq4gbICj8cUZIkxbh4exvCRBJxjsdHxDDrFbwpprRQrboQiNhppPEgQySjcdxHOZMyPzZOEo4GY3a";"2024-04-18 11:33:33";"ABBASTANZA";"FUNZIONI";"LISTE E DIZIONARI";3;3;3;3;2;2;3;2;-1;4;3;2;4;1;5;3;3;3;3;2;2;2;5;20;"MASCHIO"
"x8bq6Tg1GLZ2Bw4ozhjyDtS8tDzqU4hBKu2j5MFxsErItpWdXVS9ErL1mMDYLvU0yps6pTdTrZCLGmNPeB3xlYnFEMaHIQny42PO7cwUBVNeMa7iBH5SPPmBWg9EB47a73JDNwuj8YYGR8lBLP9a76";"2024-04-18 11:37:27";"MOLTO";"VARIABILI";"ISTRUZIONI CONDIZIONALI (IF) E CICLI (FOR)";5;5;5;5;5;5;2;4;1;5;2;5;1;5;2;7;7;7;6;4;4;5;5;-1;"MASCHIO"
"V8ERYHYnQAAiqbaNzKuoN1as0QWTWcLkntJ5v0UqVqj1ICpxzhRZlb27iQUa5mQefDKlcHrynH1tQCdA6DBfamST89YYy8yLgXbj20jcTCYUCj5hbq8R1T0CbTo2SwPETPjbn73IVNI0qUC86ErgU9";"2024-04-18 11:39:05";"ABBASTANZA";"FUNZIONI";"VARIABILI";5;4;5;5;5;5;1;5;3;4;1;4;1;5;4;7;5;6;7;4;6;6;7;21;"MASCHIO"
"a0542bGqbWiHCpVa9Ug6eR6SvDXpEWFNeBZqTU9rXE9WFsluJZMtQEjQEbtsC9givcT7eaWZBu8bAcOH1xOIyE4Ph9Mb8qR9vrg9cSndEUVMKJbFH3ObuoW2bD7m6PhmQsjYbmovoSPzxAZg9XDfsq";"2024-04-18 11:39:31";"POCO";"FUNZIONI";"TIPI DI DATO E CONVERSIONI";4;3;4;2;4;3;4;3;3;4;3;-1;4;4;3;5;4;6;5;6;6;5;6;22;"MASCHIO"
"WT1ZdXN5eQHX777ZhdMUUbKoBKVqfHm9yyPe9ORa7jEWaDq9t0El7RKhvtiWZkZmKmKhfNrGZqWYsFmkW1Ke6IsTjw1RVcLRY6Bduy21BVbFl2bcOz2FPf91xV5gOO5tytGjqK9cbvJLWa9JlPPn3d";"2024-04-18 11:41:14";"POCO";"LISTE E DIZIONARI";"VARIABILI";5;5;5;5;5;3;1;5;1;5;1;5;1;4;1;6;6;7;7;5;6;4;6;22;"MASCHIO"
